tstart,tstop,ED,EDerr,ffd_x,ffd_y,ffd_xerr,ffd_yerr
2455788.6333454703,2455789.2667933097,2382.3301823752126,1.0427999891576136,3.37700195296792,-1.7722915691541772,0.0016589155983477916,1.0088120793450748
2455776.5978928423,2455777.2109013647,2124.6987123588287,1.3550989125414326,3.3272973546984033,-1.4712615734901962,0.00180647289073385,0.5772452022003458
2455771.857303701,2455772.2046738686,1476.3570202721876,1.1776015342287491,3.1691913935201512,-1.2951703144345148,0.00145927772203744,0.42510070992792937
2455749.0536932684,2455749.4214905407,933.081862841946,0.700717842037931,2.9699197477346053,-1.170231577826215,0.0024956817539572174,0.34520434027001656
2455759.7607234186,2455760.0467904108,920.2935909677387,1.1024426394382418,2.9639263975594963,-1.0733215648181584,0.001952115058371395,0.29513921305188834
2455791.4940801477,2455791.780153986,856.853677540632,1.1716249010584463,2.9329066650244275,-0.9941403187705335,0.0021022879490655445,0.26043744067635055
2455745.1713934075,2455745.4574572705,804.2363753555745,1.1127430098429592,2.905383712212475,-0.9271935291399204,0.0022446889963617664,0.2347598787943683
2455775.494478297,2455775.8214158528,566.0464480025889,1.0509106653541307,2.7528520694984606,-0.8692015821622336,0.003692028991324663,0.21486936050662836
2455779.315565982,2455779.560769791,425.3842975230071,1.0318469144730036,2.6287814544783816,-0.8180490597148524,0.0036845153608540816,0.19893095188932114
2455797.092964102,2455797.5833784244,382.8844828795234,0.6568559141863906,2.5830677660960513,-0.7722915691541772,0.0082793575776653,0.18582241651653322
2455739.899655337,2455740.2470173687,375.01264884335865,0.8536728012784157,2.5740459163416647,-0.7308988839959522,0.0059664922148788355,0.17481645120887818
2455772.9607152287,2455773.369386257,370.80798241937475,0.6221199102228212,2.5691490746724925,-0.6931103231065524,0.007113499825169981,0.16541966346790307
2455755.1427953904,2455755.3879948445,334.98984066205765,1.1371419972819066,2.52503163625681,-0.6583482168473405,0.004699041263834542,0.15728473244043822
2455747.071675675,2455747.214707837,303.9780541657637,0.8781772027315204,2.4828422306523485,-0.6261635334759391,0.002993772246224449,0.15015957774287378
2455781.0932951444,2455781.420234113,280.3095274812611,0.9858391601728415,2.447637859309406,-0.5962003100984961,0.0075325352547535,0.14385648494858136
2455739.2662307373,2455739.368396062,271.96135660743255,0.69821919153834,2.4345071988708504,-0.5681715864982525,0.002374919083641036,0.13823257828319363
2455774.6158340955,2455774.718001972,260.0378733618612,0.6999812646912551,2.4150366056408417,-0.5418426477759033,0.0024873417102058712,0.13317703864668626
2455736.834699735,2455736.91643189,234.6989500156305,0.6626597379749667,2.370511146678108,-0.5170190640508712,0.0021960687670708446,0.12860248623118545
2455784.2809533994,2455784.362688408,175.79212787052055,0.6695179779770677,2.2449994230759693,-0.49353796820134826,0.0029573618776798536,0.12443901982447245
2455766.7489298796,2455766.81023023,171.5184987498379,0.3808125373646499,2.234310966779498,-0.471261573490196,0.002255788716276634,0.12062999987437412
2455742.882884699,2455742.9646170707,155.31291420841777,0.6219320721601793,2.191207568647247,-0.45007227442025793,0.0033571571435758335,0.1171290051710227
2455735.526987119,2455735.6087192087,153.33469186479942,0.6595912984700457,2.1856404247886867,-0.42986888833197096,0.0034014309476979735,0.11389759718800557
2455798.625509291,2455798.850282649,148.3497394120016,1.1210721695012997,2.1712867877810766,-0.4105637331365843,0.009807793540873085,0.11090365139136645
2455765.7272575037,2455766.0133257033,141.44173385274794,0.7772868825507477,2.150577571467538,-0.39208032744257115,0.013117258935942391,0.10812009372481544
2455780.745922486,2455780.8276572735,125.02751480812049,0.6880356822077474,2.097005598723051,-0.3743515604821396,0.0041887745802202956,0.1055239313592102
2455787.9998977287,2455788.2451032544,114.3639916696767,0.5681780062337574,2.058289305219183,-0.3573182211833592,0.013910211236947552,0.10309550031019218
2455740.982607899,2455741.146072442,101.54281965968191,0.7889190455936823,2.006649218805031,-0.3409278049951899,0.010425193610760457,0.10081787503543951
2455751.64870992,2455751.6895764545,81.4545580029105,0.26936482711536264,1.9109153914085186,-0.325133537811958,0.003197125693518904,0.0986764005058431
2455794.1096143806,2455794.170916007,73.38028973866787,0.5320844960007733,1.8655794222149171,-0.3098935712552211,0.005373744931520481,0.09665831792868874
2455748.420264557,2455748.542863682,63.27672905174043,0.6381937534889076,1.8012440211929184,-0.2951703144345148,0.012562750804613712,0.0947524628314447
2455768.506208241,2455768.7105430313,46.479863976511446,0.33222698101266895,1.6672648484197758,-0.28092987531990454,0.0286006623402452,0.09294901959540221
2455790.635859192,2455790.7175944885,45.713794426589295,0.4174940333985825,1.6600472709532283,-0.26714159083427125,0.011587385130243292,0.09123932042165336
2455796.459512677,2455796.500380396,41.05978911789998,0.29684367048880944,1.6134167145141747,-0.2537776292762897,0.006416931842279693,0.08961567956196546
2455792.454471191,2455792.5770743,39.59886388939151,0.6394465032426287,1.597682725984955,-0.24081265211192213,0.0201203594012712,0.08807125575631577
2455756.0418598405,2455756.246192686,36.269792381923466,0.38261766360466926,1.5595450695687703,-0.22822352480390157,0.03667275020612136,0.08659993739565315
2455747.9094352988,2455747.970734788,36.10676740606283,0.44208680195330347,1.5575886083229253,-0.21598906838688997,0.010998687737962195,0.08519624611846034
2455744.701431532,2455744.742297767,34.6609465647615,0.46287351637946506,1.5398404188002692,-0.2040898450871822,0.007615235913502285,0.08385525545577821
2455792.822280551,2455792.8835821203,34.43771666343247,0.46001088281113417,1.5370343485497522,-0.1925079725373671,0.011535800742705249,0.0825725218350332
