tstart,tstop,ED,EDerr,ffd_x,ffd_y,ffd_xerr,ffd_yerr
2458709.3491152977,2458709.374114928,509.8283661220524,13.242626666403925,2.7074239953301125,-1.4080013296762135,0.05751270870126878,1.0088120793450746
2458703.6422608825,2458703.653371818,223.49020717680062,8.346039019605398,2.34925849810664,-1.1069713340122322,0.05855691466126319,0.5772452022003457
2458706.11166598,2458706.122776913,185.84257963671158,8.634092506905812,2.2691452251725797,-0.930880074956551,0.07401888650894672,0.42510070992792937
2458693.3215533253,2458693.3243310847,31.77173413842898,7.449660769618885,1.5020409197751146,-0.8059413383482511,0.1164561828273048,0.3452043402700165
2458704.768631886,2458704.7755762204,23.143405928888992,7.0583831193910065,1.3644272728211968,-0.7090313253401946,0.4428947225695,0.2951392130518884
2458694.2146030623,2458694.217380822,20.83013531719846,6.895784525180164,1.3186920912305935,-0.6298500792925699,0.18696177459526023,0.2604374406763506
2458695.3132075397,2458695.315985302,20.406727437655213,6.781117436962577,1.309773363867316,-0.5629032896619566,0.19120978120280396,0.2347598787943683
2458705.910280313,2458705.91166918,11.315514103583247,4.163075281867899,1.053674290263989,-0.5049113426842698,0.1706682327531943,0.2148693605066283
2458694.1951587414,2458694.1965476214,7.042843085247808,2.6044316602363273,0.8477480124062229,-0.45375882023688857,0.28499016027636503,0.1989309518893211
2458695.2534856545,2458695.2534856545,0.0,0.0,-inf,-0.4080013296762135,,0.18582241651653325
2458694.8395991856,2458694.8395991856,0.0,0.0,-inf,-0.36660864451798847,,0.17481645120887815
2458694.617378316,2458694.617378316,0.0,0.0,-inf,-0.32882008362858867,,0.1654196634679031
2458694.578489667,2458694.578489667,0.0,0.0,-inf,-0.2940579773693767,,0.15728473244043828
2458694.2257141024,2458694.2257141024,0.0,0.0,-inf,-0.26187329399797543,,0.15015957774287378
2458694.1493257005,2458694.1493257005,0.0,0.0,-inf,-0.23191007062053226,,0.1438564849485814
2458693.9576602667,2458693.9576602667,0.0,0.0,-inf,-0.20388134702028868,,0.1382325782831936
2458710.064382731,2458710.064382731,0.0,0.0,-inf,-0.17755240829793956,,0.13317703864668626
2458698.6312272716,2458698.6312272716,0.0,0.0,-inf,-0.15272882457290737,,0.12860248623118545
2458692.468781242,2458692.468781242,0.0,0.0,-inf,-0.1292477287233845,,0.12443901982447243
2458692.3590597557,2458692.3590597557,0.0,0.0,-inf,-0.1069713340122323,,0.12062999987437412
2458692.0882282397,2458692.0882282397,0.0,0.0,-inf,-0.0857820349422942,,0.1171290051710227
2458691.6785087623,2458691.6785087623,0.0,0.0,-inf,-0.06557864885400724,,0.11389759718800556
2458690.1660187673,2458690.1660187673,0.0,0.0,-inf,-0.046273493658620574,,0.11090365139136645
2458690.1465744493,2458690.1465744493,0.0,0.0,-inf,-0.02779008796460745,,0.10812009372481546
2458689.1313032,2458689.1313032,0.0,0.0,-inf,-0.010061321004175837,,0.1055239313592102
2458689.0438037543,2458689.0438037543,0.0,0.0,-inf,0.006972018294604451,,0.1030955003101922
2458688.0410322277,2458688.0410322277,0.0,0.0,-inf,0.02336243448277387,,0.10081787503543951
2458686.849372751,2458686.849372751,0.0,0.0,-inf,0.03915670166600576,,0.09867640050584309
2458686.7688176725,2458686.7688176725,0.0,0.0,-inf,0.05439666822274261,,0.09665831792868874
2458684.770218107,2458684.770218107,0.0,0.0,-inf,0.06911992504344894,,0.0947524628314447
2458693.204887433,2458693.204887433,0.0,0.0,-inf,0.08336036415805925,,0.0929490195954022
2458700.365923018,2458700.365923018,0.0,0.0,-inf,0.09714864864369253,,0.09123932042165335
2458699.0937202396,2458699.0937202396,0.0,0.0,-inf,0.11051261020167401,,0.08961567956196548
2458699.286772854,2458699.286772854,0.0,0.0,-inf,0.12347758736604164,,0.08807125575631577
2458709.8185529066,2458709.8185529066,0.0,0.0,-inf,0.13606671467406214,,0.08659993739565315
2458709.208839605,2458709.208839605,0.0,0.0,-inf,0.14830117109107382,,0.08519624611846033
2458709.092174686,2458709.092174686,0.0,0.0,-inf,0.16020039439078154,,0.0838552554557782
2458708.901899784,2458708.901899784,0.0,0.0,-inf,0.1717822669405967,,0.08257252183503319
2458708.8602337507,2458708.8602337507,0.0,0.0,-inf,0.1830632773502857,,0.08134402579134001
2458708.750513203,2458708.750513203,0.0,0.0,-inf,0.1940586616517489,,0.08016612165460746
2458708.1366338166,2458708.1366338166,0.0,0.0,-inf,0.20478252704352204,,0.07903549431020711
2458708.011635774,2458708.011635774,0.0,0.0,-inf,0.215247960721687,,0.07794912189127845
2458707.9185816795,2458707.9185816795,0.0,0.0,-inf,0.22546712590337306,,0.07690424346772944
2458707.62275301,2458707.62275301,0.0,0.0,-inf,0.23545134680997395,,0.07589833096255
2458707.4005343076,2458707.4005343076,0.0,0.0,-inf,0.24521118409913023,,0.07492906465922508
2458707.131094145,2458707.131094145,0.0,0.0,-inf,0.2547565020053606,,0.07399431177172493
2458706.882486995,2458706.882486995,0.0,0.0,-inf,0.264096528259504,,0.07309210763607987
2458706.2186087137,2458706.2186087137,0.0,0.0,-inf,0.27323990769937373,,0.07222063915403935
2458705.715838979,2458705.715838979,0.0,0.0,-inf,0.2821947503523002,,0.0713782301779741
2458705.621396045,2458705.621396045,0.0,0.0,-inf,0.29096867465980536,,0.07056332857452847
2458704.974184164,2458704.974184164,0.0,0.0,-inf,0.29956884642172293,,0.06977449474454553
2458704.864463692,2458704.864463692,0.0,0.0,-inf,0.3080020139585856,,0.06901039141003974
2458703.8089249125,2458703.8089249125,0.0,0.0,-inf,0.3162745399245756,,0.068269774506736
2458703.088102956,2458703.088102956,0.0,0.0,-inf,0.32439243014675506,,0.06755148504392311
2458701.8992326655,2458701.8992326655,0.0,0.0,-inf,0.3323613598180304,,0.06685444181289102
2458701.4353509764,2458701.4353509764,0.0,0.0,-inf,0.34018669732998696,,0.06617763484168433
2458709.906051655,2458709.906051655,0.0,0.0,-inf,0.3478735259962779,,0.06552011950783015
2458683.5466137407,2458683.5466137407,0.0,0.0,-inf,0.3554266638867238,,0.0648810112325194
